type,resource_type,resource_status,recommendation,tags,expected_duration,locale,name,creator,description,thumbnail,link,online_link,registration_link,event_address,date_from,date_to
,,,,,,en,"Untriggered: Resting in God When You’re Triggered by Anxiety, Anger, or Temptation",Southeast Christian Church,"Pressure and confusion can bring out the worst in us, but God’s Word is a powerful tool to combat our triggers with His truth. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F19880%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/19880-rest-god-when-triggered-anxiety-anger-temptation,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,"Everybody, Always",Bob Goff,"In this five-day plan, Bob Goff addresses what it truly means to love one another, especially when it is difficult. He describes how this love will look when it is put into action, as well as the long-term effect that such love can have on the world.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F11511%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/11511-everybody-always,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Truth for Dark Days,Truth For Life,"While Christ’s death saves us from sin’s penalty and power, there’s no denying that we still live in a fallen world marked by sin’s presence. When facing tragedy and sorrow amid dark, uncertain days, where do we turn for comfort? In this Bible plan, Alistair Begg leads us through a series of readings that remind us of the hope that lies in the sovereignty and goodness of our heavenly Father.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F19337%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/19337-truth-for-dark-days,,,,,
resource,reading_plan,,9,,15,,,,,,,,,,,
,,,,,,en,Be Still: 15 More Days With God,Bridging the Gap,"""Be still, and know that I am God;"" (PSALM 46:10a). Many Christians are familiar with this verse, but do we really understand it? This exhortation applies when we are distracted by our successes, as when we are fearful and disquieted by some troublesome news. We must learn to quiet ourselves by opening God’s Word and gaining His perspective in both cases.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F32316%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/32316-be-still-15-more-days-with-god,,,,,
resource,reading_plan,,9,,10,,,,,,,,,,,
,,,,,,en,"How to Stop Fear, Worry, and Insecurity",InGrace with Jim Scudder,"Fear, insecurity, and worry are all very real. They can paralyze us or they can be used as building blocks. Life is never going to exempt us from things that we fear. God is with us every step of the way. Follow Joshua and Caleb, along with the children of Israel, on their journey through both physical and faith obstacles to get to the Promised Land.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F25538%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/25538-how-to-stop-fear-worry-and-insecurity,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Musings From Job Pt.1,Jean Kabasomi,"We have all experienced some form of pain, difficulty, trauma, or challenge. But what are we supposed to do when life takes an unexpected turn? How can we position ourselves to respond like Job? What can we do to process our troubles? This devotional explores what can be gleaned from Job on how to navigate life's tough seasons. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F50253%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/50253-musings-from-job-pt1,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,God’s Answer to Anxiety: 7 Truths That Calm the Chaos Inside,THE FREEDOM FIGHT,"Anxiety is everywhere. Stress, fear, and constant mental noise steal our peace.    But the Bible speaks directly to anxiety, offering clear guidance and lasting hope. Jesus warned that the worries of this world can choke God’s Word and make it unfruitful (Mark 4:19). Anxiety doesn’t just weigh us down, it can keep us from the fruitful life God intends. Thankfully, Scripture outlines both God’s promise of peace and the conditions to receive it.  This 7-day plan offers biblical truths and practical tools that can help you overcome the challenge of anxiety. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F60125%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/60125-gods-answer-to-anxiety-7-truths-that-calm-the-c,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,The Meaning of Life,Disciple4,"According to psychologists and counsellors, the most important question for many people is: What is the meaning of life? The purpose of this reading plan is to give a Biblical answer to this question. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F60263%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/60263-the-meaning-of-life,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Confidently YOU,Equip & Grow,"This 5-day Bible reading plan by Yareli Tilan is a gentle invitation to rediscover how deeply loved and valued you are in God’s eyes. No matter how long we’ve walked with the Lord, it’s easy to lose sight of our worth and let self-doubt creep in. But God calls us His beloved children—and that truth changes everything. As you spend time in Scripture, reflect, and apply what you read, may your heart be refreshed, your identity in Christ strengthened, and your confidence renewed. Step into each day with the assurance that you are Confidently You!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F57122%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/57122-confidently-you,,,,,
resource,reading_plan,,9,,10,,,,,,,,,,,
,,,,,,en,HELP!: A 10-Day Devotional by Brandon Lake,Provident,"Thanks for joining me on this 10-day devotional, which shares the freedom, truth, and intimacy found only in God. This plan is based on the songs from my recent album, HELP!, which I wrote out of a place of anxiety while desperately searching for freedom. I pray these words and songs draw you closer to God and that you, too, begin to see the light. Goodbye fear, hello hope.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F32855%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/32855-help-a-10-day-devotional-by-brandon-lake,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Anxious: Fighting Anxiety with the Word of God,LifeWay Women,"True peace comes when we learn to hold God’s Word up to what worries us. Join Scarlet Hiltibidal in this 8-session study to learn how we can practically take hold of the perfect peace that is only available through God as we dive deeply into His Word, embrace the practice of prayer, and live authentically in the support of our communities of faith.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F27054%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/27054-anxious-fighting-anxiety-with-the-word-of-god,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Perfectly Loved: Embracing Imperfection in Our Children’s Journey,Brieana Turner,"In this devotional, we explore the profound challenges that children face today, particularly those struggling with anxiety, perfectionism, and depression. God’s Love and Understanding reminds us that as parents, we are called to reflect God’s unconditional love while providing a safe space for our children to express their fears and feelings. By fostering a supportive environment rooted in faith, we can help our children navigate their emotional challenges while instilling resilience through God’s promises.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F53377%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/53377-perfectly-loved-embracing-imperfection-in-our,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Fear Is a Liar Devotional by Zach Williams,Provident,"The song ""Fear Is a Liar"" talks about many fears that the enemy tells us and how they are lies meant to keep us away from a relationship with God. The Fear is a Liar Devotional walks through seven different fears that we're told and how the word of God disproves those and helps us combat them. Thank you for joining me. -Zach Williams",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F11570%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/11570-fear-is-a-liar-devotional-by-zach-williams,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Restore My Soul,NavPress,"Jesus does NOT want you to burn out! Feeling overwhelmed, tired, and stressed should not be the new normal! You can feel MUCH better with small, focused interventions in your daily life. This reading plan will set you on a path to practice the kind of self-care that will truly restore your soul.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F43981%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/43981-restore-my-soul,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,en,Too Stressed to Feel Blessed - When Rush & Hurry Steal Your Joy,Southeast Christian Church,"Dallas Willard says, “Hurry is the great enemy of the spiritual life.” In this 4 Day Bible Plan we’ll unpack encounters and teachings of Jesus throughout the Gospels in an effort to help you slow down, release stress, and find joy and contentment in Christ. ",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F27824%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/27824-stressed-to-feel-blessed-rush-hurry-steal-your-joy,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,Managing Worry and Anxiety By Jean Holthaus,Baker Publishing,"We all feel anxious from time to time, but when worry gets out of control, it can have devastating effects on our lives and relationships. Though worry is a complex emotion, clinical social worker Jean Houlthaus suggests a few spiritual practices for Christians, adapted from her book Managing Worry and Anxiety, that help to get the upper hand on worry and increase peace.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F17937%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/17937-managing-worry-and-anxiety-by-jean-holthaus,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Jesus Changes Everything,Benjamin Windle,"Jesus truly does change everything. There is a dazzling beauty in the imagery the Bible paints around the life of Jesus, and how He brings light to even the hardest moments of life. If you need something to change in your life, this is for you! Jesus is a beacon of hope piercing the night, sparkling on the dark horizon as we pitch and yaw through stormy waters. Come on this transformative journey as we read some of the most compelling descriptors of Jesus. Jesus can bring change into every area of your life.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F29141%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/29141-jesus-changes-everything,,,,,
resource,reading_plan,,9,,5,,,,,,,,,,,
,,,,,,en,Anxiety and the Soul's Search for Rest,NBS2GO - Neighbor Bible Studies,"This 5-day plan is a beginning place for changing the dial of thought patterns through reading and memorizing truths from God’s Word. If you find yourself in a season of anxiety, remember the One who created you is also the One who whispers His love and grace over you. He longs to bring you peace and joy.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F39314%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/39314-anxiety-and-the-souls-search-for-rest,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,What to Do When the Bottom Falls Out,Peggy Joyce Ruth Ministries,"Practically every one of us has experienced the bottom falling out at least once in our Christian walk. At times it can seem we are going under for the last time. Follow along for the next few days and let's explore together what God showed me in His Word, a message I believe came right from the heart of God.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F27892%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/27892-what-to-do-when-the-bottom-falls-out,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
,,,,,,en,Back-To-School : God’s Got This!,Adarga Entertainment Group,"When you feel like giving up, God will give you the strength to make it. God’s Got This!",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F21493%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/21493-back-to-school-gods-got-this,,,,,
resource,reading_plan,,9,,4,,,,,,,,,,,
,,,,,,en,Triumph Over Trauma,ABS Armed Services Ministry,"Have you ever felt like you'll never be able to overcome the trauma you've experienced? Do feelings of despair and hopelessness weigh you down? Through practical tools and spiritual insights, this study will help you rebuild your life and find hope, even in the darkest of times. Join us on a journey of healing and discover the power of faith in overcoming despair.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F21762%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/21762-triumph-over-trauma,,,,,
resource,reading_plan,,9,,7,,,,,,,,,,,
,,,,,,en,You Are Not Alone,Armchair Theology Publishing,"Those who struggle with mental illness frequently feel isolated and alone. However, God is with us in our suffering. We will examine five Bible characters who struggled with mental illness. We will then consider the new heaven and new earth, where mental illness will be no more.",https://www.bible.com/_next/image?url=https%3A%2F%2Fimageproxy.youversionapi.com%2Fhttps%3A%2F%2Fs3.amazonaws.com%2Fyvplans%2F39907%2F1280x720.jpg&w=3840&q=75,https://www.bible.com/en/reading-plans/39907-you-are-not-alone,,,,,
resource,reading_plan,,9,,3,,,,,,,,,,,
